cod_mun,mun,longitude,latitude
2604205,CATENDE,-35.721666657348706,-8.6703075
2604304,CEDRO,-39.237138215337794,-7.71746923330341
2604403,CHÃ DE ALEGRIA,-35.213726736211,-7.9979007801744295
2604502,CHÃ GRANDE,-35.4647408125141,-8.24011277651399
2604601,CONDADO,-35.1041184906515,-7.589382255
2604700,CORRENTES,-36.329701895313704,-9.12866550151905
2604809,CORTÊS,-35.5415869000023,-8.475151217291799
2604908,CUMARU,-35.6946989631154,-8.01503244286428
2605004,CUPIRA,-35.9502573664167,-8.61128266016395
2605103,CUSTÓDIA,-37.6410965906668,-8.089002
2605152,DORMENTES,-40.7707358130966,-8.44865698651541
2605202,ESCADA,-35.236157424447605,-8.36252199
2605301,EXU,-39.722728339267604,-7.516307
2605400,FEIRA NOVA,-35.390597986464,-7.94872774216478
2605459,FERNANDO DE NORONHA,-32.4351863280529,-3.85202140078181
2605509,FERREIROS,-35.244070212435105,-7.445494205258941
2605608,FLORES,-37.9714561137782,-7.86171447493079
2605707,FLORESTA,-38.5712393419872,-8.6008265
2605806,FREI MIGUELINHO,-35.9231276419375,-7.9444582474013306
2605905,GAMELEIRA,-35.38661078345589,-8.583835770543379
2606002,GARANHUNS,-36.4930502821005,-8.88890553
2606101,GLÓRIA DO GOITÁ,-35.2923223922623,-7.99960847212724
2606200,GOIANA,-34.9983762971528,-7.5592318548671695
2606309,GRANITO,-39.6192863432021,-7.709253282349731
2606408,GRAVATÁ,-35.571492393837296,-8.205999499999999
2606507,IATI,-36.847275968433706,-9.04570925087953
2606606,IBIMIRIM,-37.6900466896833,-8.53876220824973
2606705,IBIRAJUBA,-36.180463092386496,-8.58053493560591
2606804,IGARASSU,-34.9105833875875,-7.82837199
2606903,IGUARACI,-37.518821118496206,-7.84477430130535
2607000,INAJÁ,-37.824485111230395,-8.90204607887599
2607109,INGAZEIRA,-37.4576704743563,-7.6777971945153
2607208,IPOJUCA,-35.0634719379371,-8.3969865
2607307,IPUBI,-40.1502087501672,-7.6497044999999995
2607406,ITACURUBA,-38.6863416893124,-8.72451506478971
2607505,ITAÍBA,-37.418948458927396,-8.9400544003599
2607604,ILHA DE ITAMARACÁ,-34.823950567034004,-7.74657331766388
2607653,ITAMBÉ,-35.110627357431696,-7.40926386
2607703,ITAPETIM,-37.1884393109605,-7.378428528421989
2607752,ITAPISSUMA,-34.8892710487235,-7.774034764746539
2607802,ITAQUITINGA,-35.1026145695038,-7.6663936085022995
2607901,JABOATÃO DOS GUARARAPES,-34.921173467260296,-8.16539146735745
2607950,JAQUEIRA,-35.7973952137599,-8.72796987804595
2608008,JATAÚBA,-36.49882854841629,-7.98725777724561
2608057,JATOBÁ,-38.27503766238429,-9.18506999252143
2608107,JOÃO ALFREDO,-35.5915023689903,-7.86018872703986
2608206,JOAQUIM NABUCO,-35.529241826161396,-8.62689829945635
2608255,JUCATI,-36.4903865236772,-8.70702896437458
2608305,JUPI,-36.4117337384655,-8.70609685279339
2608404,JUREMA,-36.1359544906229,-8.7196671740285
2608453,LAGOA DO CARRO,-35.3126019234256,-7.84423249520262
2608503,LAGOA DE ITAENGA,-35.292803652527105,-7.93237817854015
2608602,LAGOA DO OURO,-36.4643169318296,-9.12417183792505
2608701,LAGOA DOS GATOS,-35.9071210443245,-8.64925486457646
2608750,LAGOA GRANDE,-40.270725126483704,-8.995051485
2608800,LAJEDO,-36.3214966175308,-8.66285686583942
2608909,LIMOEIRO,-35.4552610509597,-7.880198
2609006,MACAPARANA,-35.4498749786749,-7.5556806987471505
2609105,MACHADOS,-35.5141405623355,-7.68857248562588
2609154,MANARI,-37.626822945483,-8.96010814463401
2609204,MARAIAL,-35.8141175724592,-8.78307760133499
2609303,MIRANDIBA,-38.734564582276704,-8.12024380215452
2609402,MORENO,-35.0948690998839,-8.11869453
2609501,NAZARÉ DA MATA,-35.2213386961744,-7.737688
2609600,OLINDA,-34.8613103898235,-7.99266007532292
2609709,OROBÓ,-35.6029820966855,-7.73789513366546
2609808,OROCÓ,-39.5952457761053,-8.617945646137741
2609907,OURICURI,-40.0814625767368,-7.883151975
2610004,PALMARES,-35.5883359937581,-8.6790825
2610103,PALMEIRINA,-36.3273109987233,-9.001683285143251
2610202,PANELAS,-36.001575798734606,-8.66724228497482
2610301,PARANATAMA,-36.658429268060104,-8.92014533800006
2610400,PARNAMIRIM,-39.5757868229726,-8.09013832716909
2610509,PASSIRA,-35.5816849952227,-7.97888394183413
2610608,PAUDALHO,-35.1791510623855,-7.897135005
2610707,PAULISTA,-34.8847916197368,-7.943188
2610806,PEDRA,-36.9427981488871,-8.4984765
2610905,PESQUEIRA,-36.6955147218979,-8.35545610783497
2611002,PETROLÂNDIA,-38.2207335453001,-8.97734346438332
2611101,PETROLINA,-40.499999334652294,-9.397375515
2611200,POÇÃO,-36.7058798977192,-8.18622700894123
2611309,POMBOS,-35.3961953582275,-8.14435986002866
2611408,PRIMAVERA,-35.353943394881895,-8.33137608611828
2611507,QUIPAPÁ,-36.0119895299569,-8.82788502205398
2611533,QUIXABA,-37.846445619545705,-7.71812641014089
2611606,RECIFE,-34.8889419445777,-8.06276248305241
2611705,RIACHO DAS ALMAS,-35.8608749474581,-8.127032780587982
2611804,RIBEIRÃO,-35.376130823703896,-8.51111604
2611903,RIO FORMOSO,-35.155432817216,-8.662171085325848
2612000,SAIRÉ,-35.7102477662867,-8.327613539339241
2612109,SALGADINHO,-35.6380612404985,-7.93948374141724
2612208,SALGUEIRO,-39.120850981104,-8.07067752213416
2612307,SALOÁ,-36.6927291741698,-8.97599548086788
2612406,SANHARÓ,-36.562507195383205,-8.36296196892339
2612455,SANTA CRUZ,-40.3376876555693,-8.237961118413331
2612471,SANTA CRUZ DA BAIXA VERDE,-38.1531381817594,-7.821469682321429
2612505,SANTA CRUZ DO CAPIBARIBE,-36.20395001714579,-7.9551895
2612554,SANTA FILOMENA,-40.615775185024,-8.16051116726482
2612604,SANTA MARIA DA BOA VISTA,-39.8242357254967,-8.8041265
2612703,SANTA MARIA DO CAMBUCÁ,-35.8852433390024,-7.8318134262309895
2612802,SANTA TEREZINHA,-37.480032723256706,-7.37035573926697
2612901,SÃO BENEDITO DO SUL,-35.9311226193514,-8.81043823419499
2613008,SÃO BENTO DO UNA,-36.4462983615963,-8.51986752058347
2613107,SÃO CAITANO,-36.137359795818604,-8.3273605
2613206,SÃO JOÃO,-36.368253076532895,-8.87755937542735
2613305,SÃO JOAQUIM DO MONTE,-35.8094911721096,-8.4321515
2613404,SÃO JOSÉ DA COROA GRANDE,-35.1457070847085,-8.89419513072977
2613503,SÃO JOSÉ DO BELMONTE,-38.7594537800097,-7.861740054721951
2613602,SÃO JOSÉ DO EGITO,-37.2750721852439,-7.47402518326653
2613701,SÃO LOURENÇO DA MATA,-35.041277539321,-7.995938000000001
2613800,SÃO VICENTE FERRER,-35.4901218808857,-7.592212732565369
2613909,SERRA TALHADA,-38.2963149474727,-7.98799752
2614006,SERRITA,-39.2926231743621,-7.95434039807981
2614105,SERTÂNIA,-37.2673901012878,-8.07245
2614204,SIRINHAÉM,-35.1164053546685,-8.593369500000001
2614303,MOREILÂNDIA,-39.5537537310788,-7.62998268812021
2614402,SOLIDÃO,-37.6474702370335,-7.602125684249001
2614501,SURUBIM,-35.7567841034417,-7.83515705731727
2614600,TABIRA,-37.540265774187496,-7.5911365130226205
2614709,TACAIMBÓ,-36.2904043048255,-8.31561072482585
2614808,TACARATU,-38.1534611596796,-9.10569964429411
2614857,TAMANDARÉ,-35.0906465455374,-8.70468927853919
2615003,TAQUARITINGA DO NORTE,-36.0433376713092,-7.90215982578207
2615102,TEREZINHA,-36.621475948174705,-9.0577780594961
2615201,TERRA NOVA,-39.37442183786,-8.2303579786437
2615300,TIMBAÚBA,-35.3187721210384,-7.511745674019519
2615409,TORITAMA,-36.056843492995604,-8.00665027093915
2615508,TRACUNHAÉM,-35.237922813992206,-7.80268861266727
2615607,TRINDADE,-40.2655906092822,-7.76179462574901
2615706,TRIUNFO,-38.1070603447143,-7.8308763587705394
2615805,TUPANATINGA,-37.3402334718006,-8.7515816593182
2615904,TUPARETAMA,-37.31118181126379,-7.598759464807991
2616001,VENTUROSA,-36.8783720838699,-8.57652690116664
2616100,VERDEJANTE,-38.974282604268296,-7.93288370462191
2616183,VERTENTE DO LÉRIO,-35.8530027396954,-7.77481945530466
2616209,VERTENTES,-35.989305931,-7.905742603496781
2616308,VICÊNCIA,-35.320300689316,-7.6529595
2616407,VITÓRIA DE SANTO ANTÃO,-35.2938642410814,-8.118748
2616506,XEXÉU,-35.6242353157547,-8.80331340552882
2700102,ÁGUA BRANCA,-37.940715175964996,-9.26702549705051
2700201,ANADIA,-36.3008135714461,-9.68408378505047
2700300,ARAPIRACA,-36.6572965062872,-9.7559070107047
2700409,ATALAIA,-36.021427316262496,-9.50138674650017
2700508,BARRA DE SANTO ANTÔNIO,-35.5002980957816,-9.40927810936494
2700607,BARRA DE SÃO MIGUEL,-35.907449872628895,-9.83899825174925
2700706,BATALHA,-37.1270918944836,-9.674593027970369
2700805,BELÉM,-36.4944979894058,-9.568648231336061
2700904,BELO MONTE,-37.2784386581653,-9.82698885476657
2701001,BOCA DA MATA,-36.2117249001431,-9.64514456727259
2701100,BRANQUINHA,-36.020033533173105,-9.24658310830329
2701209,CACIMBINHAS,-36.9968696260236,-9.40516275105815
2701308,CAJUEIRO,-36.156378591408604,-9.38966057508941
2701357,CAMPESTRE,-35.5667177264544,-8.84837535315291
2701407,CAMPO ALEGRE,-36.352434752197,-9.78341603898408
2701506,CAMPO GRANDE,-36.790840052134705,-9.956922603320189
2701605,CANAPI,-37.6056471506351,-9.117380297586429
2701704,CAPELA,-36.0750084923936,-9.4129315555221
2701803,CARNEIROS,-37.3747504206165,-9.480679720878141
2701902,CHÃ PRETA,-36.2993814518778,-9.26142245940566
2702009,COITÉ DO NÓIA,-36.5796842002285,-9.63848727077993
2702108,COLÔNIA LEOPOLDINA,-35.7197808593936,-8.91268826995015
2702207,COQUEIRO SECO,-35.795363001733,-9.637554270969929
2702306,CORURIPE,-36.1760783105118,-10.1265472503749
2702355,CRAÍBAS,-36.7723914019128,-9.61993379738632
2702405,DELMIRO GOUVEIA,-37.9992334861769,-9.38457444694075
2702504,DOIS RIACHOS,-37.08984964794929,-9.38567081154627
2702553,ESTRELA DE ALAGOAS,-36.758333110966795,-9.387405306579339
2702603,FEIRA GRANDE,-36.6776855005338,-9.900437198891561
2702702,FELIZ DESERTO,-36.3071875176995,-10.2923806198663
2702801,FLEXEIRAS,-35.724371638567206,-9.273235460045411
2702900,GIRAU DO PONCIANO,-36.830313902990106,-9.887364152158199
2703007,IBATEGUARA,-35.931184456420496,-8.97698521760536
2703106,IGACI,-36.62815971645,-9.53368865946465
2703205,IGREJA NOVA,-36.653345012518,-10.1292988371728
2703304,INHAPI,-37.752636521046,-9.22389877333184
2703403,JACARÉ DOS HOMENS,-37.2078334090177,-9.63665882831559
2703502,JACUÍPE,-35.460997508123604,-8.84030050756405
2703601,JAPARATINGA,-35.2586583540313,-9.08897435434458
2703700,JARAMATAIA,-37.0035959132308,-9.65835193876392
2703759,JEQUIÁ DA PRAIA,-36.027334042983796,-10.0095918935695
2703809,JOAQUIM GOMES,-35.749030258912,-9.135979146294089
2703908,JUNDIÁ,-35.5555972975355,-8.93887675416228
2704005,JUNQUEIRO,-36.4715218222232,-9.931610389742449
2704104,LAGOA DA CANOA,-36.735789260001795,-9.83087565650446
2704203,LIMOEIRO DE ANADIA,-36.503897086500004,-9.73861316781449
2704302,MACEIÓ,-35.7016299134895,-9.660822151631141
2704401,MAJOR ISIDORO,-36.9847996142241,-9.52664406793994
2704500,MARAGOGI,-35.2230154091319,-9.0154564858241
2704609,MARAVILHA,-37.3566354220481,-9.23399706335314
2704708,MARECHAL DEODORO,-35.8930686988453,-9.73915570244381
2704807,MARIBONDO,-36.3066028985381,-9.577249956008359
2704906,MAR VERMELHO,-36.385040024027205,-9.44777264348944
2705002,MATA GRANDE,-37.7252240648916,-9.11480625764182
2705101,MATRIZ DE CAMARAGIBE,-35.533554829803,-9.158525824746249
2705200,MESSIAS,-35.840378300501,-9.391812225109579
2705309,MINADOR DO NEGRÃO,-36.864915772472,-9.30368326063751
2705408,MONTEIRÓPOLIS,-37.2452720989471,-9.602327538867439
2705507,MURICI,-35.947555585677,-9.316301144346859
2705606,NOVO LINO,-35.660963718096596,-8.943158808076438
2705705,OLHO D'ÁGUA DAS FLORES,-37.2978907897967,-9.53360127527465
2705804,OLHO D'ÁGUA DO CASADO,-37.836242816481295,-9.50144626528801
2705903,OLHO D'ÁGUA GRANDE,-36.8067459676714,-10.0584949600009
2706000,OLIVENÇA,-37.1908187180627,-9.51945648335504
2706109,OURO BRANCO,-37.3544437290231,-9.163415364026001
2706208,PALESTINA,-37.331136450504104,-9.67309718564914
2706307,PALMEIRA DOS ÍNDIOS,-36.6309840973114,-9.4061587984201
2706406,PÃO DE AÇÚCAR,-37.435138856573,-9.74704185025694
2706422,PARICONHA,-38.0098260716315,-9.25788438518493
2706448,PARIPUEIRA,-35.55910518430429,-9.466313478335358
2706505,PASSO DE CAMARAGIBE,-35.491275263218604,-9.24484665799731
2706604,PAULO JACINTO,-36.372742094559705,-9.3733643824119
2706703,PENEDO,-36.580460214090294,-10.2961102979024
2706802,PIAÇABUÇU,-36.434352008111205,-10.407362426340699
2706901,PILAR,-35.9485175199678,-9.606894292666839
2707008,PINDOBA,-36.2865406443458,-9.47621079980144
2707107,PIRANHAS,-37.7503929130592,-9.62355920030328
2707206,POÇO DAS TRINCHEIRAS,-37.279298052847295,-9.30291365540457
2707305,PORTO CALVO,-35.3983344556037,-9.05244831413658
2707404,PORTO DE PEDRAS,-35.2970152177328,-9.156086163115779
2707503,PORTO REAL DO COLÉGIO,-36.8246292915239,-10.1737325641911
2707602,QUEBRANGULO,-36.477222076661796,-9.323547055365811
2707701,RIO LARGO,-35.8524223085924,-9.486157608335839
2707800,ROTEIRO,-35.9812102213933,-9.83218949018835
2707909,SANTA LUZIA DO NORTE,-35.823487769863895,-9.59676774166949
2708006,SANTANA DO IPANEMA,-37.2454070203705,-9.3722843627404
2708105,SANTANA DO MUNDAÚ,-36.2252341170425,-9.16503322076224
2708204,SÃO BRÁS,-36.89894865524511,-10.1203099965729
2708303,SÃO JOSÉ DA LAJE,-36.0573877321467,-9.01106588188022
2708402,SÃO JOSÉ DA TAPERA,-37.38370776569921,-9.549395740436749
2708501,SÃO LUÍS DO QUITUNDE,-35.5654908365835,-9.314117369241341
2708600,SÃO MIGUEL DOS CAMPOS,-36.0942642743776,-9.77993457613103
2708709,SÃO MIGUEL DOS MILAGRES,-35.3691193336324,-9.267186295002071
2708808,SÃO SEBASTIÃO,-36.551091902005204,-9.93165738892367
2708907,SATUBA,-35.828540227077106,-9.56942786775773
2708956,SENADOR RUI PALMEIRA,-37.4536462478126,-9.46339144898312
2709004,TANQUE D'ARCA,-36.436741595943104,-9.53196244231297
2709103,TAQUARANA,-36.4967676919618,-9.64232010538379
2709152,TEOTÔNIO VILELA,-36.355563142220504,-9.90749788301098
2709202,TRAIPU,-37.0060056722452,-9.971059382006509
2709301,UNIÃO DOS PALMARES,-36.0331428428074,-9.159524116522
2709400,VIÇOSA,-36.2483932029197,-9.37705435448976
2800100,AMPARO DE SÃO FRANCISCO,-36.927483689180995,-10.1339710339015
2800209,AQUIDABÃ,-37.0221808560785,-10.2925180922232
2800308,ARACAJU,-37.04821263951229,-10.9072157978835
2800407,ARAUÁ,-37.6123374340696,-11.2645047798951
2800506,AREIA BRANCA,-37.3133626004441,-10.758192250822
2800605,BARRA DOS COQUEIROS,-37.0412415492828,-10.906799247084301
2800670,BOQUIM,-37.6235734779508,-11.146391630360698
2800704,BREJO GRANDE,-36.47182024395789,-10.418943310634099
2801009,CAMPO DO BRITO,-37.4963563345164,-10.743335153852401
2801108,CANHOBA,-36.9738449754071,-10.138743655691
2801207,CANINDÉ DE SÃO FRANCISCO,-37.7879637221177,-9.65410406729849
2801306,CAPELA,-37.0548329945789,-10.5060996319004
2801405,CARIRA,-37.701919206937596,-10.3580170968976
2801504,CARMÓPOLIS,-36.9908161851827,-10.6468185839524
2801603,CEDRO DE SÃO JOÃO,-36.8840359528515,-10.2477649415005
2801702,CRISTINÁPOLIS,-37.754659635068,-11.473557797076198
2801900,CUMBE,-37.187899275655205,-10.3570250323237
2802007,DIVINA PASTORA,-37.149344960239205,-10.677375700180301
2802106,ESTÂNCIA,-37.440010853729206,-11.2679486493031
2802205,FEIRA NOVA,-37.3161177206926,-10.2705325209233
2802304,FREI PAULO,-37.541876248680296,-10.540084746884698
2802403,GARARU,-37.084372485320394,-9.967351467919949
2802502,GENERAL MAYNARD,-36.987984429467105,-10.6865298123962
2802601,GRACHO CARDOSO,-37.196054632255,-10.2261996604123
2802700,ILHA DAS FLORES,-36.538635240922,-10.434275829881999
2802809,INDIAROBA,-37.515094792879204,-11.5185072682496
2802908,ITABAIANA,-37.426860940332396,-10.6857160383187
2803005,ITABAIANINHA,-37.7874111399082,-11.2767854368944
2803104,ITABI,-37.099649952805706,-10.1234895922391
2803203,ITAPORANGA D'AJUDA,-37.307826933068796,-10.9967327673047
2803302,JAPARATUBA,-36.9417863037613,-10.589466814804801
2803401,JAPOATÃ,-36.80075646436129,-10.346509914195801
2803500,LAGARTO,-37.666353409722,-10.9153009698622
2803609,LARANJEIRAS,-37.1605681986739,-10.7970295089519
2803708,MACAMBIRA,-37.543445391339,-10.6641499737985
2803807,MALHADA DOS BOIS,-36.9189022040157,-10.3464515201382
2803906,MALHADOR,-37.311459944012604,-10.660044240864401
2804003,MARUIM,-37.0833143406492,-10.7369324035675
2804102,MOITA BONITA,-37.3457494006631,-10.5790438595404
2804201,MONTE ALEGRE DE SERGIPE,-37.5614258472908,-10.025861627368
2804300,MURIBECA,-36.9570014375569,-10.427427473549802
2804409,NEÓPOLIS,-36.5767181793652,-10.3158782272668
2804458,NOSSA SENHORA APARECIDA,-37.4544385459973,-10.394651457410099
2804508,NOSSA SENHORA DA GLÓRIA,-37.419921459267705,-10.215686849106
2804607,NOSSA SENHORA DAS DORES,-37.193711209925496,-10.492054373073401
2804706,NOSSA SENHORA DE LOURDES,-37.050472883446496,-10.0786160367075
2804805,NOSSA SENHORA DO SOCORRO,-37.12849613004639,-10.848754175733301
2804904,PACATUBA,-36.647986394828294,-10.4498997629294
2805000,PEDRA MOLE,-37.686027213024104,-10.6181191604186
2805109,PEDRINHAS,-37.6811281603891,-11.193503396117801
2805208,PINHÃO,-37.7221107205356,-10.5666899531531
2805307,PIRAMBU,-36.8597462116876,-10.741056155489499
2805406,POÇO REDONDO,-37.6842137118049,-9.80579020827372
2805505,POÇO VERDE,-38.1766582213158,-10.7075986488522
2805604,PORTO DA FOLHA,-37.2766348494805,-9.91925887236146
2805703,PROPRIÁ,-36.842099359098796,-10.208207315313699
2805802,RIACHÃO DO DANTAS,-37.729341224982704,-11.066402290436699
2805901,RIACHUELO,-37.193456832585504,-10.7316512984525
2806008,RIBEIRÓPOLIS,-37.4329390298824,-10.5451904693215
2806107,ROSÁRIO DO CATETE,-37.0313228648729,-10.6945899789946
2806206,SALGADO,-37.477755358888004,-11.022118774904099
2806305,SANTA LUZIA DO ITANHY,-37.449842180207604,-11.353317397341302
2806404,SANTANA DO SÃO FRANCISCO,-36.5995793479956,-10.287671972428802
2806503,SANTA ROSA DE LIMA,-37.1977318456227,-10.6462336647079
2806602,SANTO AMARO DAS BROTAS,-37.0563110976557,-10.782011382625802
2806701,SÃO CRISTÓVÃO,-37.2094987839423,-11.0136768571472
2806800,SÃO DOMINGOS,-37.5684292045339,-10.792325783411501
2806909,SÃO FRANCISCO,-36.886239660889395,-10.3464864526782
2807006,SÃO MIGUEL DO ALEIXO,-37.3839764494164,-10.3877721948223
2807105,SIMÃO DIAS,-37.80943058225029,-10.738061797653598
2807204,SIRIRI,-37.1122253407609,-10.605035573100599
2807303,TELHA,-36.8838500415646,-10.2091732236821
2807402,TOBIAS BARRETO,-37.99900069510171,-11.1843298680994
2807501,TOMAR DO GERU,-37.8453707752723,-11.3680522747437
2807600,UMBAÚBA,-37.66114667306171,-11.379872469684699
2900108,ABAÍRA,-41.661608480236,-13.2535318932762
2900207,ABARÉ,-39.1165879396428,-8.723418245686341
2900306,ACAJUTIBA,-38.0182863705796,-11.662612830048301
2900355,ADUSTINA,-38.1155058347825,-10.529571570020199
2900405,ÁGUA FRIA,-38.768077795004295,-11.8729309975791
2900504,ÉRICO CARDOSO,-42.1361637333109,-13.422347795301599
2900603,AIQUARA,-39.885778009122895,-14.1272774885543
2900702,ALAGOINHAS,-38.4226157693395,-12.1341825924055
2900801,ALCOBAÇA,-39.1942143206578,-17.5189333438062
2900900,ALMADINA,-39.63590317524471,-14.706047747521698
2901007,AMARGOSA,-39.5981225034895,-13.034451362197098
2901106,AMÉLIA RODRIGUES,-38.755556916441705,-12.4001884013071
2901155,AMÉRICA DOURADA,-41.4371632791237,-11.449645864775901
2901205,ANAGÉ,-41.12711316850471,-14.6113255924937
2901304,ANDARAÍ,-41.324641803998794,-12.801350646024101
2901353,ANDORINHA,-39.8323357010101,-10.344240041534599
2901403,ANGICAL,-44.6958234827073,-12.006682772532498
2901502,ANGUERA,-39.2484989182822,-12.1495870700754
2901601,ANTAS,-38.33104167833471,-10.412702169265302
2901700,ANTÔNIO CARDOSO,-39.1186615354614,-12.4348389094768
2901809,ANTÔNIO GONÇALVES,-40.2756586985804,-10.5757977912944
2901908,APORÁ,-38.07999534945171,-11.655394291897302
2901957,APUAREMA,-39.742132116504706,-13.853228848819
2902005,ARACATU,-41.461685320657395,-14.4266302419957
2902054,ARAÇAS,-38.1982880171949,-12.2151996675491
2902104,ARACI,-38.9609581594029,-11.3357278753122
2902203,ARAMARI,-38.503066354208705,-12.0881829783087
2902252,ARATACA,-39.4132815657126,-15.260872997351001
2902302,ARATUÍPE,-39.0029108659812,-13.0805965410127
2902401,AURELINO LEAL,-39.3219966377059,-14.316949447956901
2902500,BAIANÓPOLIS,-44.5360980467187,-12.304124700793901
2902609,BAIXA GRANDE,-40.166860909513204,-11.9593574889724
2902658,BANZAÊ,-38.6118696305729,-10.574091935819801
2902708,BARRA,-43.143638552458604,-11.088954820546201
2902807,BARRA DA ESTIVA,-41.331695870489604,-13.6202045630406
2902906,BARRA DO CHOÇA,-40.5763729895987,-14.864273042783001
2903003,BARRA DO MENDES,-42.0591284156826,-11.808828281261102
2903102,BARRA DO ROCHA,-39.601386089866,-14.210029248501
2903201,BARREIRAS,-45.004168437028504,-12.1449248883906
2903235,BARRO ALTO,-41.9120960647526,-11.761063922959302
2903276,BARROCAS,-39.0786688809182,-11.529112852078303
2903300,BARRO PRETO,-39.4733346713801,-14.8097543871027
2903409,BELMONTE,-38.8803032385601,-15.8613964917869
2903508,BELO CAMPO,-41.260033479020294,-15.033496197201199
2903607,BIRITINGA,-38.8121589228975,-11.620110262981601
2903706,BOA NOVA,-40.200521893825396,-14.3626079430408
2903805,BOA VISTA DO TUPIM,-40.6057428240473,-12.661322192548198
2903904,BOM JESUS DA LAPA,-43.41714164213899,-13.2541143730901
2903953,BOM JESUS DA SERRA,-40.501176329753,-14.3729222943841
2904001,BONINAL,-41.824328484807204,-12.7151207923139
2904050,BONITO,-41.2684027881505,-11.9695725020911
2904100,BOQUIRA,-42.7301154012176,-12.8208228300175
2904209,BOTUPORÃ,-42.5292775589668,-13.380866213678301
2904308,BREJÕES,-39.7934915926573,-13.105536483185999
2904407,BREJOLÂNDIA,-43.9656645942921,-12.486693342119
2904506,BROTAS DE MACAÚBAS,-42.6246912893431,-12.002635537304098
2904605,BRUMADO,-41.6670695036664,-14.2054382406597
2904704,BUERAREMA,-39.302519605787104,-14.9564408366046
2904753,BURITIRAMA,-43.6313808982398,-10.7117914663194
2904803,CAATIBA,-40.410272475343795,-14.978550635183899
2904852,CABACEIRAS DO PARAGUAÇU,-39.1867130922404,-12.5371357853541
2904902,CACHOEIRA,-38.969398068982294,-12.596210798462698
2905008,CACULÉ,-42.2214140996087,-14.504206197135902
2905107,CAÉM,-40.4373119407154,-11.0930915174846
2905156,CAETANOS,-40.909289639225705,-14.338562967367698
2905206,CAETITÉ,-42.4857114474597,-14.066754319124598
2905305,CAFARNAUM,-41.4722215133285,-11.691356219057699
2905404,CAIRU,-39.0432543550852,-13.4876034013497
2905503,CALDEIRÃO GRANDE,-40.307370359496005,-11.022155776889601
2905602,CAMACAN,-39.496367331491705,-15.417626851831
2905701,CAMAÇARI,-38.3257400620652,-12.69881676
2905800,CAMAMU,-39.100569717488106,-13.9470763405896
2905909,CAMPO ALEGRE DE LOURDES,-43.012298439090394,-9.51715411399994
2906006,CAMPO FORMOSO,-40.3188209870999,-10.505661554543801
2906105,CANÁPOLIS,-44.2050289853753,-13.0759114976724
2906204,CANARANA,-41.765492231986705,-11.687583313966698
2906303,CANAVIEIRAS,-38.947375874639604,-15.6797774765314
2906402,CANDEAL,-39.123718495476396,-11.804970230028902
2906501,CANDEIAS,-38.543596267525395,-12.6719227052682
2906600,CANDIBA,-42.864402335239895,-14.4131865031095
2906709,CÂNDIDO SALES,-41.2411175945831,-15.5060663507903
2906808,CANSANÇÃO,-39.496605006460705,-10.666749914865699
2906824,CANUDOS,-39.024071242689,-9.890672960941801
2906857,CAPELA DO ALTO ALEGRE,-39.835355309102795,-11.6700816433262
2906873,CAPIM GROSSO,-40.0110006117175,-11.381574457644902
2906899,CARAÍBAS,-41.265431323669205,-14.722069493739998
2906907,CARAVELAS,-39.253382221372206,-17.7333705274895
2907004,CARDEAL DA SILVA,-37.945476582969796,-11.9407674063607
2907103,CARINHANHA,-43.76177720093921,-14.3020069035503
2907202,CASA NOVA,-40.9757969268709,-9.178594574088631
2907301,CASTRO ALVES,-39.426519430321996,-12.765832636912402
2907400,CATOLÂNDIA,-44.859770283359396,-12.3160059384947
2907509,CATU,-38.376294303554104,-12.355186558850699
2907558,CATURAMA,-42.29640664374671,-13.328201350401098
2907608,CENTRAL,-42.1123489751401,-11.137988582854
2907707,CHORROCHÓ,-39.1023700774151,-8.97547780401288
2907806,CÍCERO DANTAS,-38.3834191278696,-10.5921715319251
2907905,CIPÓ,-38.5171293979405,-11.1011435641446
2908002,COARACI,-39.5523042559244,-14.6368142028023
2908101,COCOS,-44.545668858122205,-14.171077545217099
2908200,CONCEIÇÃO DA FEIRA,-38.999780798243705,-12.503991911881
2908309,CONCEIÇÃO DO ALMEIDA,-39.170946449376295,-12.778020322423599
2908408,CONCEIÇÃO DO COITÉ,-39.2816841782278,-11.5618258458634
2908507,CONCEIÇÃO DO JACUÍPE,-38.7636737165227,-12.322946459029
2908606,CONDE,-37.6069779820631,-11.8134317610463
2908705,CONDEÚBA,-41.9708095383447,-14.8904103648485
2908804,CONTENDAS DO SINCORÁ,-41.0463180639509,-13.7554968278956
2908903,CORAÇÃO DE MARIA,-38.7505165473666,-12.2479210100615
2909000,CORDEIROS,-41.9357339067348,-15.037234108912802
2909109,CORIBE,-44.453036434916896,-13.827841605821499
2909208,CORONEL JOÃO SÁ,-37.9329643376141,-10.279395400226
2909307,CORRENTINA,-44.641086701211,-13.341771821210498
2909406,COTEGIPE,-44.2524761376623,-12.028597383615502
2909505,CRAVOLÂNDIA,-39.8127117486746,-13.362623064040301
2909604,CRISÓPOLIS,-38.1517158173066,-11.517789923610101
2909703,CRISTÓPOLIS,-44.411841896300004,-12.2314508089662
2909802,CRUZ DAS ALMAS,-39.1007361428306,-12.6637862127757
2909901,CURAÇÁ,-39.908081018943,-8.98903211797355
2910008,DÁRIO MEIRA,-39.90246565284129,-14.4350474388235
