cod_mun,mun,longitude,latitude
3166105,SENHORA DO PORTO,-43.08175572077911,-18.898008019968398
3166204,SENHORA DOS REMÉDIOS,-43.5863819522035,-21.0330829642424
3166303,SERICITA,-42.482007265626706,-20.4715553544651
3166402,SERITINGA,-44.5214453517545,-21.911349277747302
3166501,SERRA AZUL DE MINAS,-43.174459309057795,-18.362279724982397
3166600,SERRA DA SAUDADE,-45.7965895746721,-19.4405622457509
3166709,SERRA DOS AIMORÉS,-40.2431685749409,-17.7857470182657
3166808,SERRA DO SALITRE,-46.692108726183996,-19.1117957634513
3166907,SERRANIA,-46.04314493578071,-21.546680651974697
3166956,SERRANÓPOLIS DE MINAS,-42.8743863930717,-15.8087837820719
3167004,SERRANOS,-44.5067541647369,-21.8887817979059
3167103,SERRO,-43.3886312680834,-18.604442245340103
3167202,SETE LAGOAS,-44.239594615621,-19.4582874187508
3167301,SILVEIRÂNIA,-43.217878469846,-21.1646375385202
3167400,SILVIANÓPOLIS,-45.8324471455678,-22.027997263856303
3167509,SIMÃO PEREIRA,-43.3149558126212,-21.964856789204504
3167608,SIMONÉSIA,-42.0038567486968,-20.1220295973937
3167707,SOBRÁLIA,-42.0986538397189,-19.235549287903897
3167806,SOLEDADE DE MINAS,-45.0410226419628,-22.059206405782103
3167905,TABULEIRO,-43.2456052646167,-21.357577659441603
3168002,TAIOBEIRAS,-42.22791554557929,-15.8115214376568
3168051,TAPARUBA,-41.615858130647396,-19.7614695843439
3168101,TAPIRA,-46.8219153621833,-19.9255792183172
3168200,TAPIRAÍ,-46.0185702098121,-19.8858056068801
3168309,TAQUARAÇU DE MINAS,-43.6871427896688,-19.673848048413102
3168408,TARUMIRIM,-42.0077345774412,-19.281494872784396
3168507,TEIXEIRAS,-42.8626438044107,-20.6490665250922
3168606,TEÓFILO OTONI,-41.5096351657897,-17.862539808014
3168705,TIMÓTEO,-42.6439423108068,-19.5840503585078
3168804,TIRADENTES,-44.1726923811067,-21.107043436755
3168903,TIROS,-45.9635510991526,-19.0039173800698
3169000,TOCANTINS,-43.0186995083911,-21.175549526019
3169059,TOCOS DO MOJI,-46.0964468007417,-22.3716455947385
3169109,TOLEDO,-46.37897265649429,-22.743394808070697
3169208,TOMBOS,-42.014681621078296,-20.9025892250881
3169307,TRÊS CORAÇÕES,-45.254936873167,-21.6959657769093
3169356,TRÊS MARIAS,-45.22573524674151,-18.2059212240174
3169406,TRÊS PONTAS,-45.515474797040994,-21.3687699216518
3169505,TUMIRITINGA,-41.6379804793586,-18.9766076611695
3169604,TUPACIGUARA,-48.6937358802059,-18.599352564443
3169703,TURMALINA,-42.7304145447903,-17.2864120942752
3169802,TURVOLÂNDIA,-45.796735792709,-21.8793890056639
3169901,UBÁ,-42.936786464392,-21.1185969514978
3170008,UBAÍ,-44.7870862054941,-16.2974045209459
3170057,UBAPORANGA,-42.1092163270909,-19.641362004921103
3170107,UBERABA,-47.98362489557421,-19.7135346071021
3170206,UBERLÂNDIA,-48.2779501847345,-18.9189986093056
3170305,UMBURATIBA,-40.57264502052279,-17.2536072102915
3170404,UNAÍ,-46.899956595285,-16.3590084924977
3170438,UNIÃO DE MINAS,-50.3308029413544,-19.529736644128498
3170479,URUANA DE MINAS,-46.256228873446595,-16.0600251971288
3170503,URUCÂNIA,-42.7412284517106,-20.3508704157197
3170529,URUCUIA,-45.7370281843675,-16.1320910169931
3170578,VARGEM ALEGRE,-42.2998154822517,-19.6007202041095
3170602,VARGEM BONITA,-46.3724569794485,-20.326776648408803
3170651,VARGEM GRANDE DO RIO PARDO,-42.3092908662842,-15.4024006159174
3170701,VARGINHA,-45.4318861442786,-21.557080039063397
3170750,VARJÃO DE MINAS,-46.033501545731,-18.3837044637811
3170800,VÁRZEA DA PALMA,-44.730346582732295,-17.5975701770905
3170909,VARZELÂNDIA,-44.02794814322699,-15.7088710522808
3171006,VAZANTE,-46.901966885848,-17.991038430243897
3171030,VERDELÂNDIA,-43.606022262399705,-15.594542347344401
3171071,VEREDINHA,-42.73593024002471,-17.3939690803405
3171105,VERÍSSIMO,-48.303710580261004,-19.669357832615
3171154,VERMELHO NOVO,-42.2683458173973,-20.034766088254198
3171204,VESPASIANO,-43.919915186737796,-19.693030439771302
3171303,VIÇOSA,-42.8794773756709,-20.752072007029298
3171402,VIEIRAS,-42.2458035423232,-20.8653406932197
3171501,MATHIAS LOBATO,-41.9233604609168,-18.5795889082626
3171600,VIRGEM DA LAPA,-42.343281066566206,-16.802148857031302
3171709,VIRGÍNIA,-45.0954251629558,-22.336972066806897
3171808,VIRGINÓPOLIS,-42.7148044703271,-18.8251403925481
3171907,VIRGOLÂNDIA,-42.310810037318504,-18.4760617047881
3172004,VISCONDE DO RIO BRANCO,-42.8393893910016,-21.0119895771312
3172103,VOLTA GRANDE,-42.5412849473875,-21.7707111492068
3172202,WENCESLAU BRAZ,-45.356773953052794,-22.5290130396557
3200102,AFONSO CLÁUDIO,-41.1254597171689,-20.077040009896898
3200136,ÁGUIA BRANCA,-40.7366381673749,-18.987361369525303
3200169,ÁGUA DOCE DO NORTE,-40.976455911882,-18.545546491276603
3200201,ALEGRE,-41.536488318766295,-20.7632651351226
3200300,ALFREDO CHAVES,-40.7600496463911,-20.630347537232
3200359,ALTO RIO NOVO,-41.018684343341796,-19.0574996056204
3200409,ANCHIETA,-40.6476589422027,-20.8056132241888
3200508,APIACÁ,-41.5633797608618,-21.1564478852618
3200607,ARACRUZ,-40.2762233763624,-19.8232777404467
3200706,ATILIO VIVACQUA,-41.1912419094544,-20.9158966202099
3200805,BAIXO GUANDU,-41.012067735901205,-19.5142461286191
3200904,BARRA DE SÃO FRANCISCO,-40.890398623959996,-18.7590890533313
3201001,BOA ESPERANÇA,-40.3029556431013,-18.538715162204102
3201100,BOM JESUS DO NORTE,-41.6758105077654,-21.129341788413
3201159,BREJETUBA,-41.28967652851121,-20.1570341861911
3201209,CACHOEIRO DE ITAPEMIRIM,-41.1119188104426,-20.8501123496921
3201308,CARIACICA,-40.3905591046775,-20.2946777965172
3201407,CASTELO,-41.2022127039763,-20.602065086052
3201506,COLATINA,-40.6303175540319,-19.536270083621698
3201605,CONCEIÇÃO DA BARRA,-39.7274744194389,-18.598462300899698
3201704,CONCEIÇÃO DO CASTELO,-41.2453480411941,-20.3655811138099
3201803,DIVINO DE SÃO LOURENÇO,-41.679976328320706,-20.6204706518503
3201902,DOMINGOS MARTINS,-40.659396354581105,-20.364238522378603
3202009,DORES DO RIO PRETO,-41.84957736248229,-20.692893905303
3202108,ECOPORANGA,-40.8300811593362,-18.3752523795108
3202207,FUNDÃO,-40.4037654440298,-19.9334471176936
3202256,GOVERNADOR LINDENBERG,-40.4577660614079,-19.2528074444097
3202306,GUAÇUÍ,-41.679496292747295,-20.7753378052849
3202405,GUARAPARI,-40.4950210194579,-20.6659745796442
3202454,IBATIBA,-41.507207999498,-20.2340203462858
3202504,IBIRAÇU,-40.3716661788635,-19.8318799980722
3202553,IBITIRAMA,-41.6594124008597,-20.538730966589398
3202603,ICONHA,-40.8112210453371,-20.7971447538605
3202652,IRUPI,-41.647527861467296,-20.3485970392932
3202702,ITAGUAÇU,-40.8565984866284,-19.802507711212698
3202801,ITAPEMIRIM,-40.836145116845,-21.0110996272507
3202900,ITARANA,-40.879791082226,-19.872348006049
3203007,IÚNA,-41.53288869352129,-20.3485995137779
3203056,JAGUARÉ,-40.086140992363894,-18.9004359095214
3203106,JERÔNIMO MONTEIRO,-41.4029345744706,-20.7976978982677
3203130,JOÃO NEIVA,-40.3808804853376,-19.7529585988572
3203163,LARANJA DA TERRA,-41.0552443545224,-19.898693450439
3203205,LINHARES,-40.065305798695505,-19.398105934464898
3203304,MANTENÓPOLIS,-41.117737478806,-18.861178966247103
3203320,MARATAÍZES,-40.8301872856744,-21.0429962752913
3203346,MARECHAL FLORIANO,-40.6803834328881,-20.4267085919717
3203353,MARILÂNDIA,-40.5509510036323,-19.4128127577518
3203403,MIMOSO DO SUL,-41.3644252658845,-21.0653735081717
3203502,MONTANHA,-40.3634208795715,-18.1268566471782
3203601,MUCURICI,-40.5179268365101,-18.097236379572
3203700,MUNIZ FREIRE,-41.417513780412996,-20.4565455935268
3203809,MUQUI,-41.3462139983691,-20.9536923095423
3203908,NOVA VENÉCIA,-40.401547877017,-18.712906001625896
3204005,PANCAS,-40.8560031007125,-19.224419786132
3204054,PEDRO CANÁRIO,-39.954936951872604,-18.2971915038956
3204104,PINHEIROS,-40.2177280801912,-18.413323343618
3204203,PIÚMA,-40.7279809404286,-20.837608899689897
3204252,PONTO BELO,-40.538133777058,-18.129126085531198
3204302,PRESIDENTE KENNEDY,-41.0518956305895,-21.1001484084681
3204351,RIO BANANAL,-40.322478428269896,-19.2770864859237
3204401,RIO NOVO DO SUL,-40.9362283554512,-20.864586149686698
3204500,SANTA LEOPOLDINA,-40.5332096123378,-20.098890692492603
3204559,SANTA MARIA DE JETIBÁ,-40.741617800649706,-20.0288140581884
3204609,SANTA TERESA,-40.5989977217142,-19.9377143168607
3204658,SÃO DOMINGOS DO NORTE,-40.621877732716996,-19.1481685100059
3204708,SÃO GABRIEL DA PALHA,-40.52959950755999,-19.021964753248998
3204807,SÃO JOSÉ DO CALÇADO,-41.6560878498074,-21.0261302467275
3204906,SÃO MATEUS,-39.8582005956105,-18.718446967859602
3204955,SÃO ROQUE DO CANAÃ,-40.6431387555474,-19.7253072048101
3205002,SERRA,-40.2752170367085,-20.1567698424317
3205010,SOORETAMA,-40.0964908071322,-19.1919496278562
3205036,VARGEM ALTA,-41.0071483601643,-20.671678198787898
3205069,VENDA NOVA DO IMIGRANTE,-41.129053211088205,-20.3315181774343
3205101,VIANA,-40.4956243354911,-20.390862511166198
3205150,VILA PAVÃO,-40.6024114108213,-18.620803452346
3205176,VILA VALÉRIO,-40.390589777413794,-18.993617438914303
3205200,VILA VELHA,-40.2939566369471,-20.338374104213898
3205309,VITÓRIA,-40.3222087267266,-20.3201537928533
3300100,ANGRA DOS REIS,-44.3196272622666,-23.009115935275503
3300159,APERIBÉ,-42.1049166541126,-21.6194217697861
3300209,ARARUAMA,-42.3410960231634,-22.8774383873544
3300225,AREAL,-43.101069805168294,-22.2369120035668
3300233,ARMAÇÃO DOS BÚZIOS,-41.8877494680881,-22.7577637929238
3300258,ARRAIAL DO CABO,-42.02833596763679,-22.967638277584
3300308,BARRA DO PIRAÍ,-43.828452453825506,-22.469596292124
3300407,BARRA MANSA,-44.1724313736866,-22.5453011339305
3300456,BELFORD ROXO,-43.3996249708152,-22.7645559675461
3300506,BOM JARDIM,-42.417211482286795,-22.1533052283079
3300605,BOM JESUS DO ITABAPOANA,-41.67767979498171,-21.1344974418774
3300704,CABO FRIO,-42.0200748019026,-22.880764667133004
3300803,CACHOEIRAS DE MACACU,-42.6631643572627,-22.4675708722497
3300902,CAMBUCI,-41.9086360046562,-21.5772767096589
3300936,CARAPEBUS,-41.664010595857796,-22.182594727367395
3300951,COMENDADOR LEVY GASPARIAN,-43.2172237155871,-22.0333589383828
3301009,CAMPOS DOS GOYTACAZES,-41.330476491862605,-21.751898632064098
3301108,CANTAGALO,-42.365977599021,-21.9818398587921
3301157,CARDOSO MOREIRA,-41.613296346210106,-21.4961573566676
3301207,CARMO,-42.60971764068171,-21.929311780139397
3301306,CASIMIRO DE ABREU,-42.204210544431,-22.479536502554804
3301405,CONCEIÇÃO DE MACABU,-41.8677585057148,-22.087871526525397
3301504,CORDEIRO,-42.363030537907704,-22.027776563123304
3301603,DUAS BARRAS,-42.515097631467,-22.0589060899401
3301702,DUQUE DE CAXIAS,-43.309888071722604,-22.785253249654197
3301801,ENGENHEIRO PAULO DE FRONTIN,-43.6794768289526,-22.5436846647273
3301850,GUAPIMIRIM,-42.97832970432071,-22.519595794123898
3301876,IGUABA GRANDE,-42.2221245423239,-22.8390569836941
3301900,ITABORAÍ,-42.8603434261964,-22.7458630174263
3302007,ITAGUAÍ,-43.775040634941796,-22.871250768421998
3302056,ITALVA,-41.690964760493,-21.4251032779829
3302106,ITAOCARA,-42.0777295245708,-21.6705026732971
3302205,ITAPERUNA,-41.8862031766506,-21.2105910847538
3302254,ITATIAIA,-44.562771994177,-22.497014599717197
3302270,JAPERI,-43.6537858009828,-22.644818571111397
3302304,LAJE DO MURIAÉ,-42.1311744192347,-21.2057208352488
3302403,MACAÉ,-41.775064285476,-22.368704974385
3302452,MACUCO,-42.25707387972629,-21.9902295051434
3302502,MAGÉ,-43.040246132715104,-22.6543487574334
3302601,MANGARATIBA,-44.0411265453576,-22.961711941240303
3302700,MARICÁ,-42.819824114827,-22.916955337401
3302809,MENDES,-43.7214868876951,-22.5174226018979
3302858,MESQUITA,-43.4292237631069,-22.768087922635
3302908,MIGUEL PEREIRA,-43.474676121459396,-22.4554266084252
3303005,MIRACEMA,-42.1984114071903,-21.4111632991603
3303104,NATIVIDADE,-41.976440313344604,-21.043756988965498
3303203,NILÓPOLIS,-43.416609980863704,-22.8075142239115
3303302,NITERÓI,-43.075823167273505,-22.8964523851273
3303401,NOVA FRIBURGO,-42.532771262963294,-22.2864614591961
3303500,NOVA IGUAÇU,-43.4503453299191,-22.7598348262648
3303609,PARACAMBI,-43.709384563029204,-22.609727162066196
3303708,PARAÍBA DO SUL,-43.289544464845704,-22.161981542183298
3303807,PARATY,-44.7108585020174,-23.219413607340897
3303856,PATY DO ALFERES,-43.4248709167338,-22.4274146332335
3303906,PETRÓPOLIS,-43.177336576674996,-22.5105986119618
3303955,PINHEIRAL,-44.000354556953894,-22.515673985791803
3304003,PIRAÍ,-43.8993511857657,-22.628756909805396
3304102,PORCIÚNCULA,-42.0401563585052,-20.962607626976602
3304110,PORTO REAL,-44.296900734991105,-22.432948423821
3304128,QUATIS,-44.262711301584204,-22.409918661676997
3304144,QUEIMADOS,-43.5556695470827,-22.717430490091896
3304151,QUISSAMÃ,-41.472509400099895,-22.1066401655146
3304201,RESENDE,-44.443613422920706,-22.471183586122798
3304300,RIO BONITO,-42.62599784116271,-22.7112715025702
3304409,RIO CLARO,-44.1394056377073,-22.7317268340485
3304508,RIO DAS FLORES,-43.576432948133494,-22.171862243836003
3304524,RIO DAS OSTRAS,-41.9369671271608,-22.523941185805
3304557,RIO DE JANEIRO,-43.2278751249952,-22.8766521181865
3304607,SANTA MARIA MADALENA,-42.0144449928315,-21.9660944706772
3304706,SANTO ANTÔNIO DE PÁDUA,-42.1779115574882,-21.5359771209445
3304755,SÃO FRANCISCO DE ITABAPOANA,-41.1177197285798,-21.4801381322882
3304805,SÃO FIDÉLIS,-41.75559231233579,-21.6436265466279
3304904,SÃO GONÇALO,-43.0323350619648,-22.8295473130261
3305000,SÃO JOÃO DA BARRA,-41.050348145484,-21.6404577523792
3305109,SÃO JOÃO DE MERITI,-43.371884603039504,-22.802330808634
3305133,SÃO JOSÉ DE UBÁ,-41.9412319414458,-21.3602211097574
3305158,SÃO JOSÉ DO VALE DO RIO PRETO,-42.9233683013341,-22.149739510490303
3305208,SÃO PEDRO DA ALDEIA,-42.103528670154205,-22.837203194755602
3305307,SÃO SEBASTIÃO DO ALTO,-42.1302196784864,-21.9544634108549
3305406,SAPUCAIA,-42.9141753604676,-21.9939558651925
3305505,SAQUAREMA,-42.496694050033796,-22.9311274159959
3305554,SEROPÉDICA,-43.701925221161794,-22.743011068024
3305604,SILVA JARDIM,-42.3898259273538,-22.6543301984185
3305703,SUMIDOURO,-42.6786255811119,-22.050669410834697
3305752,TANGUÁ,-42.7211719484129,-22.733937434316395
3305802,TERESÓPOLIS,-42.9629567139024,-22.409004945563197
3305901,TRAJANO DE MORAES,-42.0548152486202,-22.061379704848598
3306008,TRÊS RIOS,-43.211609444335394,-22.1174480009517
3306107,VALENÇA,-43.7048436783271,-22.244719431179398
3306156,VARRE-SAI,-41.863295388298795,-20.929297663870898
3306206,VASSOURAS,-43.663874024513206,-22.4090075730264
3306305,VOLTA REDONDA,-44.0935218846871,-22.5099676007978
3500105,ADAMANTINA,-51.07336474958179,-21.68831148
3500204,ADOLFO,-49.6497214255596,-21.232729777348002
3500303,AGUAÍ,-46.979693109269704,-22.059684
3500402,ÁGUAS DA PRATA,-46.7167667096261,-21.934829
3500501,ÁGUAS DE LINDÓIA,-46.631778835922205,-22.4738220361707
3500550,ÁGUAS DE SANTA BÁRBARA,-49.238607767131604,-22.869149409425003
3500600,ÁGUAS DE SÃO PEDRO,-47.8839747409776,-22.5973395538539
3500709,AGUDOS,-48.9901562879424,-22.474037
3500758,ALAMBARI,-47.8935883872336,-23.553898892670603
3500808,ALFREDO MARCONDES,-51.4129380665063,-21.952741123600198
3500907,ALTAIR,-49.060110754240895,-20.523304881604
3501004,ALTINÓPOLIS,-47.3732802928901,-21.024582644572803
3501103,ALTO ALEGRE,-50.1635967960874,-21.5816894572053
3501152,ALUMÍNIO,-47.2590569184704,-23.5333730478469
3501202,ÁLVARES FLORENCE,-49.911184812490006,-20.319876247447397
3501301,ÁLVARES MACHADO,-51.468797273012505,-22.077778995
3501400,ÁLVARO DE CARVALHO,-49.720609020316,-22.076374634043397
3501509,ALVINLÂNDIA,-49.763033029359896,-22.445010151578803
3501608,AMERICANA,-47.3303629263814,-22.7408835
3501707,AMÉRICO BRASILIENSE,-48.1066045618439,-21.7300365
3501806,AMÉRICO DE CAMPOS,-49.7270268374496,-20.2964019435983
3501905,AMPARO,-46.76508569046371,-22.6993886263407
3502002,ANALÂNDIA,-47.6607664159226,-22.128785499340896
3502101,ANDRADINA,-51.3788477947637,-20.901463515
3502200,ANGATUBA,-48.406759616493,-23.483987
3502309,ANHEMBI,-48.126926830642994,-22.786320939625
3502408,ANHUMAS,-51.386074423278,-22.293237175831102
3502507,APARECIDA,-45.22942933809179,-22.848154
3502606,APARECIDA D'OESTE,-50.8856157061664,-20.4508453725492
3502705,APIAÍ,-48.848659904639796,-24.513316
3502754,ARAÇARIGUAMA,-47.0715476361902,-23.430040848169302
3502804,ARAÇATUBA,-50.4392260727526,-21.205476
3502903,ARAÇOIABA DA SERRA,-47.5872429386271,-23.5073197972187
3503000,ARAMINA,-47.786013041037705,-20.0899442071251
3503109,ARANDU,-49.0509758715375,-23.1334071156444
3503158,ARAPEÍ,-44.4481065567943,-22.6747987232725
3503208,ARARAQUARA,-48.17443993754371,-21.7903595
3503307,ARARAS,-47.3858295274694,-22.3570865196587
3503356,ARCO-ÍRIS,-50.464910868264106,-21.7739140250212
3503406,AREALVA,-48.920414801370704,-22.0247674993088
3503505,AREIAS,-44.6994320050905,-22.582193885871895
3503604,AREIÓPOLIS,-48.665594558484706,-22.6739404491646
3503703,ARIRANHA,-48.788336564107894,-21.186127442915897
3503802,ARTUR NOGUEIRA,-47.164301150267704,-22.571343010476603
3503901,ARUJÁ,-46.320489600113795,-23.395826740999897
3503950,ASPÁSIA,-50.7269626714191,-20.158189985895
3504008,ASSIS,-50.41751004,-22.66283502
3504107,ATIBAIA,-46.555062500674296,-23.116308
3504206,AURIFLAMA,-50.553959333214905,-20.687334899457603
3504305,AVAÍ,-49.33681504118339,-22.156772116287197
3504404,AVANHANDAVA,-49.9426973011876,-21.460870560715197
3504503,AVARÉ,-48.9232631943567,-23.1031935
3504602,BADY BASSITT,-49.4485737092932,-20.9185637795998
3504701,BALBINOS,-49.3564734994135,-21.901523782031198
3504800,BÁLSAMO,-49.5793276900247,-20.7382637781816
3504909,BANANAL,-44.32333012899079,-22.682615999324103
3505005,BARÃO DE ANTONINA,-49.56606389690229,-23.627110519724603
3505104,BARBOSA,-49.953988516548904,-21.259025921970803
3505203,BARIRI,-48.741524771239796,-22.071978
3505302,BARRA BONITA,-48.5632292275695,-22.4911455
3505351,BARRA DO CHAPÉU,-49.027139136803896,-24.471425999288
3505401,BARRA DO TURVO,-48.502343452770795,-24.7593866560173
3505500,BARRETOS,-48.5673778394551,-20.558455515
3505609,BARRINHA,-48.16281351852611,-21.1917435
3505708,BARUERI,-46.874652886530505,-23.508902
3505807,BASTOS,-50.7348708618954,-21.92103747
3505906,BATATAIS,-47.586106726868294,-20.8919295
3506003,BAURU,-49.0830008670904,-22.3251225
3506102,BEBEDOURO,-48.4773621747017,-20.94981552
3506201,BENTO DE ABREU,-50.811852214805604,-21.2691080212024
3506300,BERNARDINO DE CAMPOS,-49.4740434846817,-23.0135530040032
3506359,BERTIOGA,-46.1365383351346,-23.854014499999998
3506409,BILAC,-50.4811104805001,-21.4025711351917
3506508,BIRIGUI,-50.339328516987,-21.2923922882494
3506607,BIRITIBA-MIRIM,-46.04121222481461,-23.5710333875
3506706,BOA ESPERANÇA DO SUL,-48.3905969069851,-21.9924841634404
3506805,BOCAINA,-48.5204936243826,-22.133922545685703
3506904,BOFETE,-48.2600330588198,-23.1025199999814
3507001,BOITUVA,-47.6714734979741,-23.2819440034999
3507100,BOM JESUS DOS PERDÕES,-46.4664928426292,-23.1308374287389
3507159,BOM SUCESSO DE ITARARÉ,-49.1437619226039,-24.318262840715605
3507209,BORÁ,-50.544880999220894,-22.2701171066814
3507308,BORACÉIA,-48.779218283157604,-22.1932056543658
3507407,BORBOREMA,-49.072640247934,-21.621537994247397
3507456,BOREBI,-48.9715958405052,-22.567833116865398
3507506,BOTUCATU,-48.4412893843504,-22.8883815
3507605,BRAGANÇA PAULISTA,-46.542333373979794,-22.956895499999998
3507704,BRAÚNA,-50.318165610326396,-21.5010212084555
3507753,BREJO ALEGRE,-50.187258508288004,-21.166128499364
3507803,BRODOWSKI,-47.6563979568538,-20.9901403801924
3507902,BROTAS,-48.12683332411571,-22.286516985
3508009,BURI,-48.5974149737978,-23.7993814189726
3508108,BURITAMA,-50.1492812527853,-21.0670395669022
3508207,BURITIZAL,-47.708860039517496,-20.1931482216386
3508306,CABRÁLIA PAULISTA,-49.3324468331431,-22.455086958133503
3508405,CABREÚVA,-47.1336583734349,-23.3126743947758
3508504,CAÇAPAVA,-45.7077303650875,-23.100663752708996
3508603,CACHOEIRA PAULISTA,-45.01063041492829,-22.664754376142398
3508702,CACONDE,-46.6468348789643,-21.5287380374975
3508801,CAFELÂNDIA,-49.6003544059215,-21.809705286609603
3508900,CAIABU,-51.2359531354811,-22.0123252565933
3509007,CAIEIRAS,-46.7441014176654,-23.3621160547412
3509106,CAIUÁ,-51.9868926967256,-21.829910273396898
3509205,CAJAMAR,-46.8829201465695,-23.360971384727996
3509254,CAJATI,-48.1049998090052,-24.726360972223002
3509304,CAJOBI,-48.81012236470939,-20.8790925178629
3509403,CAJURU,-47.304266116797,-21.274717499999998
3509452,CAMPINA DO MONTE ALEGRE,-48.4803990199383,-23.584076838313397
3509502,CAMPINAS,-47.0601562729732,-22.9073425
3509601,CAMPO LIMPO PAULISTA,-46.763819232789096,-23.2093964295223
3509700,CAMPOS DO JORDÃO,-45.5892017004491,-22.740091913881198
3509809,CAMPOS NOVOS PAULISTA,-50.0017947248853,-22.599748999328398
3509908,CANANÉIA,-47.9284828144297,-25.016908069980897
3509957,CANAS,-45.056975740535,-22.69066906604
3510005,CÂNDIDO MOTA,-50.388393171768506,-22.7469255
3510104,CÂNDIDO RODRIGUES,-48.634039310838006,-21.3226135828498
3510153,CANITAR,-49.78543195450229,-23.0098372187953
3510203,CAPÃO BONITO,-48.3514345179275,-24.00680097
3510302,CAPELA DO ALTO,-47.736118443644294,-23.469902955253897
3510401,CAPIVARI,-47.502206154668706,-22.9995489145883
3510500,CARAGUATATUBA,-45.41081838224979,-23.6220065
3510609,CARAPICUÍBA,-46.8414454319096,-23.5352495
3510708,CARDOSO,-49.9149423028903,-20.0809915099979
3510807,CASA BRANCA,-47.0797582048272,-21.77798699
3510906,CÁSSIA DOS COQUEIROS,-47.167105877048904,-21.285000428529397
3511003,CASTILHO,-51.48940705584229,-20.8720265541211
3511102,CATANDUVA,-48.9758709390428,-21.1395385
3511201,CATIGUÁ,-49.057742152508204,-21.048579999366897
3511300,CEDRAL,-49.272841545891,-20.904231922286602
3511409,CERQUEIRA CÉSAR,-49.1653301708879,-23.034797499319897
3511508,CERQUILHO,-47.7375313251079,-23.1686725
3511607,CESÁRIO LANGE,-47.9521106553903,-23.2247318358775
3511706,CHARQUEADA,-47.77570020345671,-22.5088824120687
3511904,CLEMENTINA,-50.45034869215671,-21.560310036799397
3512001,COLINA,-48.539738329013396,-20.7187344993776
3512100,COLÔMBIA,-48.687484179829596,-20.1715588433353
3512209,CONCHAL,-47.17437574255239,-22.330076447999897
3512308,CONCHAS,-48.0098921336448,-23.012958080649
3512407,CORDEIRÓPOLIS,-47.458282925400106,-22.481707032329002
3512506,COROADOS,-50.2872958479117,-21.3540528502723
3512605,CORONEL MACEDO,-49.3189123964155,-23.6322349818014
3512704,CORUMBATAÍ,-47.6266101304082,-22.218996750170803
3512803,COSMÓPOLIS,-47.19677077679461,-22.6457848858527
3512902,COSMORAMA,-49.778859693117106,-20.477034658871
3513009,COTIA,-46.9318463278886,-23.603514
3513108,CRAVINHOS,-47.730042348128,-21.3404305
3513207,CRISTAIS PAULISTA,-47.4238064520508,-20.402491999392396
3513306,CRUZÁLIA,-50.7936661595576,-22.745498928978897
3513405,CRUZEIRO,-44.9617319605967,-22.577749880422
3513504,CUBATÃO,-46.4200317682745,-23.883839000000002
3513603,CUNHA,-44.95802690349811,-23.0747501474065
3513702,DESCALVADO,-47.62066397185921,-21.909083
3513801,DIADEMA,-46.623381393203005,-23.689295
3513850,DIRCE REIS,-50.606055988833106,-20.4644127943002
3513900,DIVINOLÂNDIA,-46.736869786792404,-21.6616215060366
3514007,DOBRADA,-48.4002427192517,-21.514804330405898
3514106,DOIS CÓRREGOS,-48.38267598753549,-22.367316
3514205,DOLCINÓPOLIS,-50.5153630840246,-20.122870661056698
3514304,DOURADO,-48.3162358063433,-22.1131671963671
3514403,DRACENA,-51.534049660062706,-21.486137535
3514502,DUARTINA,-49.405045410633,-22.414881375807802
3514601,DUMONT,-47.970843449444295,-21.2333259993624
3514700,ECHAPORÃ,-50.2070061462144,-22.424996999334002
3514809,ELDORADO,-48.103228422535,-24.525386611147
3514908,ELIAS FAUSTO,-47.3767742396416,-23.042536721180802
3514924,ELISIÁRIO,-49.1108358902026,-21.1644290184893
3514957,EMBAÚBA,-48.8326202921458,-20.9826680548747
3515004,EMBU,-46.8508599936736,-23.6473125
3515103,EMBU-GUAÇU,-46.8171088725496,-23.8318291037713
3515129,EMILIANÓPOLIS,-51.4804314280506,-21.8313089781002
3515152,ENGENHEIRO COELHO,-47.21307973053929,-22.491189952477498
3515186,ESPÍRITO SANTO DO PINHAL,-46.745514289869604,-22.1970535
3515194,ESPÍRITO SANTO DO TURVO,-49.429825285815895,-22.6949734920695
3515202,ESTRELA D'OESTE,-50.4054668479512,-20.2860822039747
3515301,ESTRELA DO NORTE,-51.6641761909517,-22.4905989019911
3515350,EUCLIDES DA CUNHA PAULISTA,-52.590898380276606,-22.554996920208502
3515400,FARTURA,-49.51205337669829,-23.388960913938497
3515509,FERNANDÓPOLIS,-50.2487484305834,-20.28238299
3515608,FERNANDO PRESTES,-48.6922730531942,-21.267121989952397
3515657,FERNÃO,-49.519841211156304,-22.3591383191477
3515707,FERRAZ DE VASCONCELOS,-46.366552671574205,-23.5415445
3515806,FLORA RICA,-51.3823008410719,-21.6767339356144
3515905,FLOREAL,-50.145689008682794,-20.674031227925397
3516002,FLÓRIDA PAULISTA,-51.168876466827705,-21.6134276151642
3516101,FLORÍNIA,-50.72482247338,-22.903568778762
3516200,FRANCA,-47.4023316256775,-20.536097
3516309,FRANCISCO MORATO,-46.73252670470529,-23.2758255
3516408,FRANCO DA ROCHA,-46.7278746685526,-23.3203025
3516507,GABRIEL MONTEIRO,-50.55546084193979,-21.5289801353128
3516606,GÁLIA,-49.55211132983,-22.294019248259
3516705,GARÇA,-49.656529935058,-22.21070949
